,STATE,STATEFP,COUNTYFP,COUNTYNAME,COUSUBFP,COUSUBNS,COUSUBNAME,CLASSFP,FUNCSTAT,PENN_DOT_MUNI_ID,POPULATION,BIKE_TO_WORK_EST,BIKE_TO_WORK_MARG,WALK_TO_WORK_EST,WALK_TO_WORK_MARG,DRIVE_SOLO_TO_WORK_EST,DRIVE_SOLO_TO_WORK_MARG,CARPOOL_TO_WORK_EST,CARPOOL_TO_WORK_MARG,PUBTRANS_TO_WORK_EST,PUBTRANS_TO_WORK_MARG,AUTOMOBILE_COUNT,BICYCLE_BY_AUTO_COUNT,BICYCLE_DEATH_BY_AUTO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,PED_BY_AUTO_COUNT,PED_DEATH_BY_AUTO_COUNT,PED_SUSP_SERIOUS_INJ_BY_AUTO_COUNT,BICYCLE_SOLO_COUNT,BICYCLE_DEATH_SOLO_COUNT,BICYCLE_SUSP_SERIOUS_INJ_SOLO_COUNT,PED_SOLO_COUNT,PED_DEATH_SOLO_COUNT,PED_SUSP_SERIOUS_INJ_SOLO_COUNT,TOTAL_BICYCLE_BY_AUTO_COUNT,TOTAL_PED_BY_AUTO_COUNT,TOTAL_BICYCLE_SOLO_COUNT,TOTAL_PED_SOLO_COUNT
761,PA,42,091,MONTGOMERY COUNTY,54656,01215475,NORRISTOWN BOROUGH,C5,F,46413,35607,0,24,843,285,11632,815,2315,547,1356,402,96.0,10.0,0.0,0.0,82.0,1.0,2.0,11.0,0.0,1.0,61.0,1.0,4.0,0.0,3.0,1.0,5.0
762,PA,42,091,MONTGOMERY COUNTY,53664,01216867,NEW HANOVER TOWNSHIP,T1,A,46212,12876,0,18,12,19,5280,482,359,161,83,67,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
763,PA,42,091,MONTGOMERY COUNTY,50640,01216866,MONTGOMERY TOWNSHIP,T1,A,46211,25790,0,21,168,165,9928,564,864,268,389,123,23.0,8.0,0.0,1.0,17.0,2.0,2.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,4.0,0.0,3.0
764,PA,42,091,MONTGOMERY COUNTY,47592,01216865,MARLBOROUGH TOWNSHIP,T1,A,46210,3490,0,11,37,35,1544,203,211,191,13,15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
765,PA,42,091,MONTGOMERY COUNTY,45096,01216864,LOWER SALFORD TOWNSHIP,T1,A,46209,15801,0,18,166,98,6648,575,1021,382,25,31,4.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
766,PA,42,091,MONTGOMERY COUNTY,45080,01216863,LOWER PROVIDENCE TOWNSHIP,T1,A,46208,25589,0,21,80,63,8934,782,720,201,170,87,17.0,4.0,0.0,0.0,13.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0
767,PA,42,091,MONTGOMERY COUNTY,45072,01216862,LOWER POTTSGROVE TOWNSHIP,T1,A,46106,12239,0,18,34,35,4982,391,463,146,17,18,6.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0
768,PA,42,125,WASHINGTON COUNTY,65376,01217204,ROBINSON TOWNSHIP,T1,A,62223,1731,0,11,23,27,670,137,129,70,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
769,PA,42,125,WASHINGTON COUNTY,66016,01215676,ROSCOE BOROUGH,C5,F,62426,636,0,11,13,14,187,55,22,18,5,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
770,PA,42,091,MONTGOMERY COUNTY,44920,01216859,LOWER GWYNEDD TOWNSHIP,T1,A,46207,11982,0,18,120,67,3342,412,264,139,126,72,12.0,3.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
771,PA,42,091,MONTGOMERY COUNTY,44912,01216858,LOWER FREDERICK TOWNSHIP,T1,A,46206,4854,0,11,5,8,1958,261,204,103,24,34,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
772,PA,42,091,MONTGOMERY COUNTY,43312,01216857,LIMERICK TOWNSHIP,T1,A,46205,20280,0,21,40,50,9443,522,386,168,43,42,8.0,1.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
773,PA,42,091,MONTGOMERY COUNTY,38000,01215472,JENKINTOWN BOROUGH,C5,F,46410,4681,0,11,68,61,1409,364,17,28,328,142,10.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0
774,PA,42,091,MONTGOMERY COUNTY,67528,01216870,SALFORD TOWNSHIP,T1,A,46214,2977,0,11,34,49,1290,116,66,41,14,15,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0
775,PA,42,091,MONTGOMERY COUNTY,71016,01216871,SKIPPACK TOWNSHIP,T1,A,46215,14151,0,18,28,22,4022,314,230,116,14,23,5.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
776,PA,42,091,MONTGOMERY COUNTY,79240,01216880,UPPER POTTSGROVE TOWNSHIP,T1,A,46114,5845,0,16,19,21,2450,353,161,77,10,16,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
777,PA,42,093,MONTOUR COUNTY,16048,01216888,COOPER TOWNSHIP,T1,A,47202,1119,0,11,0,11,576,142,24,15,0,11,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
778,PA,42,125,WASHINGTON COUNTY,25104,01217192,FALLOWFIELD TOWNSHIP,T1,A,62211,4113,0,11,10,15,1535,259,107,79,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
779,PA,42,091,MONTGOMERY COUNTY,86496,01216886,WORCESTER TOWNSHIP,T1,A,46226,10294,0,18,35,34,3456,707,299,231,69,50,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
780,PA,42,125,WASHINGTON COUNTY,32440,01217193,HANOVER TOWNSHIP,T1,A,62212,2264,0,11,9,11,942,158,5,8,6,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
781,PA,42,091,MONTGOMERY COUNTY,83696,01216882,WEST NORRITON TOWNSHIP,T1,A,46111,16141,0,18,2,4,7012,680,682,246,66,50,11.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,9.0,1.0,4.0,0.0,1.0,0.0,5.0
782,PA,42,091,MONTGOMERY COUNTY,82736,01215486,WEST CONSHOHOCKEN BOROUGH,C5,F,46424,1407,0,11,18,16,668,97,21,14,28,16,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
783,PA,42,091,MONTGOMERY COUNTY,79280,01215485,UPPER SALFORD TOWNSHIP,T1,A,46223,3180,0,11,32,46,1443,248,15,19,25,32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,PA,42,125,WASHINGTON COUNTY,35896,01215669,HOUSTON BOROUGH,C5,F,62419,1224,0,11,13,13,444,74,51,33,4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
785,PA,42,125,WASHINGTON COUNTY,36800,01217195,INDEPENDENCE TOWNSHIP,T1,A,62214,1363,0,11,6,7,584,98,24,21,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
786,PA,42,091,MONTGOMERY COUNTY,71856,01215483,SOUDERTON BOROUGH,C5,F,46421,7131,0,16,88,48,3115,264,461,154,41,50,6.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0
787,PA,42,091,MONTGOMERY COUNTY,79064,01216877,UPPER HANOVER TOWNSHIP,T1,A,46219,8241,0,16,53,51,3332,373,135,81,0,16,3.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,0.0,1.0,,
788,PA,42,125,WASHINGTON COUNTY,46072,01217317,MCDONALD BOROUGH,C5,F,62422,1597,0,11,66,45,547,132,45,39,21,16,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0
789,PA,42,091,MONTGOMERY COUNTY,77152,01216873,TOWAMENCIN TOWNSHIP,T1,A,46216,17979,0,18,46,55,6682,382,643,257,338,114,13.0,7.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,2.0
790,PA,42,125,WASHINGTON COUNTY,50408,01215673,MONONGAHELA CITY,C5,F,62301,4168,0,11,58,39,1694,196,106,58,45,30,,,,,,,,0.0,0.0,0.0,4.0,0.0,1.0,,,0.0,1.0
791,PA,42,103,PIKE COUNTY,82928,01216966,WESTFALL TOWNSHIP,T1,A,51211,2509,0,11,42,44,953,119,28,27,20,25,,,,,,,,1.0,0.0,0.0,2.0,0.0,1.0,,,0.0,1.0
792,PA,42,103,PIKE COUNTY,70496,01216965,SHOHOLA TOWNSHIP,T1,A,51210,2506,0,11,47,46,785,110,95,50,6,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
793,PA,42,103,PIKE COUNTY,57728,01216963,PALMYRA TOWNSHIP,T1,A,51208,3218,0,11,6,12,1182,208,23,19,55,39,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
794,PA,42,103,PIKE COUNTY,49408,01216962,MILFORD TOWNSHIP,T1,A,51207,1340,0,11,6,7,472,85,51,23,10,8,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
795,PA,42,123,WARREN COUNTY,29328,01217166,GLADE TOWNSHIP,T1,A,61211,2149,0,11,20,23,832,102,153,80,3,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
796,PA,42,103,PIKE COUNTY,48048,01215534,MATAMORAS BOROUGH,C5,F,51401,2406,0,11,28,25,1073,165,93,47,16,15,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0
797,PA,42,103,PIKE COUNTY,42512,01216961,LEHMAN TOWNSHIP,T1,A,51206,10804,0,18,38,47,3302,412,608,283,287,113,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
798,PA,42,103,PIKE COUNTY,40776,01215533,LACKAWAXEN TOWNSHIP,T1,A,51205,5078,0,16,0,16,1547,281,46,36,3,6,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
799,PA,42,103,PIKE COUNTY,30976,01216960,GREENE TOWNSHIP,T1,A,51204,3513,0,11,0,11,1050,142,89,48,0,11,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
800,PA,42,103,PIKE COUNTY,19272,01216959,DINGMAN TOWNSHIP,T1,A,51203,12417,0,18,15,23,4554,461,473,246,79,62,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
801,PA,42,123,WARREN COUNTY,43372,01217168,LIMESTONE TOWNSHIP,T1,A,61213,285,0,11,11,15,106,45,0,11,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
802,PA,42,099,PERRY COUNTY,84368,01216956,WHEATFIELD TOWNSHIP,T1,A,50221,3210,0,11,10,14,1322,145,121,75,0,11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,0.0,1.0,,
803,PA,42,099,PERRY COUNTY,81640,01216955,WATTS TOWNSHIP,T1,A,50220,1672,0,11,8,11,635,152,31,39,0,11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,0.0,1.0,,
804,PA,42,123,WARREN COUNTY,61040,01217171,PITTSFIELD TOWNSHIP,T1,A,61216,1252,0,11,3,4,461,79,94,66,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
805,PA,42,123,WARREN COUNTY,69992,01217175,SHEFFIELD TOWNSHIP,T1,A,61218,1547,0,11,16,23,549,132,98,65,0,11,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
806,PA,42,099,PERRY COUNTY,72624,01216950,SOUTHWEST MADISON TOWNSHIP,T1,A,50215,1247,0,11,8,6,316,64,126,51,4,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
807,PA,42,099,PERRY COUNTY,68032,01216949,SAVILLE TOWNSHIP,T1,A,50214,2594,0,11,10,11,771,110,267,112,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
808,PA,42,123,WARREN COUNTY,09024,01217158,BROKENSTRAW TOWNSHIP,T1,A,61201,1783,0,11,15,15,534,99,186,74,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
809,PA,42,123,WARREN COUNTY,13776,01215646,CLARENDON BOROUGH,C5,F,61402,326,0,11,5,6,121,30,14,14,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
810,PA,42,123,WARREN COUNTY,15408,01217160,COLUMBUS TOWNSHIP,T1,A,61203,1950,0,11,8,10,754,118,116,75,0,11,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0
811,PA,42,105,POTTER COUNTY,61400,01216980,PLEASANT VALLEY TOWNSHIP,T1,A,52215,113,0,11,0,11,63,35,3,4,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
812,PA,42,105,POTTER COUNTY,28280,01215538,GALETON BOROUGH,C5,F,52403,861,0,11,36,23,292,64,9,7,0,11,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
813,PA,42,099,PERRY COUNTY,66976,01216948,RYE TOWNSHIP,T1,A,50213,2280,0,11,6,9,1054,189,40,24,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
814,PA,42,123,WARREN COUNTY,72600,01217176,SOUTHWEST TOWNSHIP,T1,A,61219,374,0,11,0,11,120,36,11,8,2,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,
815,PA,42,099,PERRY COUNTY,58856,01216947,PENN TOWNSHIP,T1,A,50212,3130,0,11,12,18,1322,141,80,54,0,11,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
816,PA,42,099,PERRY COUNTY,10008,01216936,BUFFALO TOWNSHIP,T1,A,50201,1210,0,11,0,11,490,78,46,24,2,3,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0
817,PA,42,099,PERRY COUNTY,07040,01215523,BLOOMFIELD BOROUGH,C5,F,50402,1209,0,11,43,42,329,81,58,36,27,29,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
818,PA,42,125,WASHINGTON COUNTY,11424,01217185,CARROLL TOWNSHIP,T1,A,62205,5401,0,16,35,37,2125,302,96,82,78,73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
819,PA,42,097,NORTHUMBERLAND COUNTY,82712,01216934,WEST CHILLISQUAQUE TOWNSHIP,T1,A,49221,2617,0,11,0,11,1098,183,47,36,0,11,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
820,PA,42,097,NORTHUMBERLAND COUNTY,81616,01215521,WATSONTOWN BOROUGH,C5,F,49411,1956,0,11,62,40,757,172,109,58,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821,PA,42,097,NORTHUMBERLAND COUNTY,79112,01216931,UPPER MAHANOY TOWNSHIP,T1,A,49218,677,0,11,12,8,202,49,28,15,0,11,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0
822,PA,42,097,NORTHUMBERLAND COUNTY,78744,01216930,UPPER AUGUSTA TOWNSHIP,T1,A,49217,2099,0,11,34,28,926,121,38,24,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
823,PA,42,097,NORTHUMBERLAND COUNTY,77832,01215520,TURBOTVILLE BOROUGH,C5,F,49410,736,0,11,2,3,241,47,5,5,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
824,PA,42,125,WASHINGTON COUNTY,11800,01217186,CECIL TOWNSHIP,T1,A,62206,14239,0,18,103,59,6187,376,269,141,46,34,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
825,PA,42,097,NORTHUMBERLAND COUNTY,69600,01215517,SHAMOKIN CITY,C5,F,49301,6981,0,16,183,138,2035,417,391,238,14,21,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0
826,PA,42,125,WASHINGTON COUNTY,12848,01217187,CHARTIERS TOWNSHIP,T1,A,62207,8625,0,16,15,25,3565,405,286,189,24,29,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
827,PA,42,097,NORTHUMBERLAND COUNTY,65472,01216926,ROCKEFELLER TOWNSHIP,T1,A,49213,2288,0,11,6,9,1085,202,73,47,6,10,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
828,PA,42,097,NORTHUMBERLAND COUNTY,63328,01216925,RALPHO TOWNSHIP,T1,A,49212,4205,0,11,2,5,1470,210,204,149,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
829,PA,42,097,NORTHUMBERLAND COUNTY,55456,01215515,NORTHUMBERLAND BOROUGH,C5,F,49407,3895,0,11,52,46,1499,193,141,129,0,11,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0
830,PA,42,097,NORTHUMBERLAND COUNTY,51504,01216923,MOUNT CARMEL TOWNSHIP,T1,A,49210,2754,0,11,0,11,951,218,25,31,2,4,2.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,0.0,1.0,,
831,PA,42,097,NORTHUMBERLAND COUNTY,51496,01215514,MOUNT CARMEL BOROUGH,C5,F,49406,5740,0,16,203,138,1753,283,230,116,0,16,6.0,0.0,0.0,0.0,8.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
832,PA,42,097,NORTHUMBERLAND COUNTY,50016,01215513,MILTON BOROUGH,C5,F,49405,6641,0,16,64,65,2864,318,229,153,0,16,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833,PA,42,099,PERRY COUNTY,11416,01216937,CARROLL TOWNSHIP,T1,A,50202,5251,0,16,8,19,2236,306,316,164,0,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,PA,42,125,WASHINGTON COUNTY,11176,01217184,CANTON TOWNSHIP,T1,A,62204,8212,0,16,50,44,3300,338,346,143,9,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0
835,PA,42,125,WASHINGTON COUNTY,11152,01215655,CANONSBURG BOROUGH,C5,F,62406,9643,0,16,67,56,3808,437,373,154,65,59,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,0.0
836,PA,42,099,PERRY COUNTY,56728,01216946,OLIVER TOWNSHIP,T1,A,50211,1790,0,11,5,7,675,207,79,42,19,19,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0
837,PA,42,123,WARREN COUNTY,75032,01217178,SUGAR GROVE TOWNSHIP,T1,A,61221,1518,0,11,8,7,430,86,48,35,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
838,PA,42,099,PERRY COUNTY,53968,01215530,NEWPORT BOROUGH,C5,F,50409,1670,0,11,51,25,580,101,158,109,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839,PA,42,123,WARREN COUNTY,87224,01215649,YOUNGSVILLE BOROUGH,C5,F,61406,1640,0,11,26,18,515,90,97,43,3,4,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
840,PA,42,125,WASHINGTON COUNTY,04568,01215651,BEALLSVILLE BOROUGH,C5,F,62402,402,0,11,0,11,146,43,24,18,0,11,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,0.0,1.0,,
841,PA,42,099,PERRY COUNTY,12360,01216938,CENTRE TOWNSHIP,T1,A,50203,2528,0,11,0,11,1057,130,194,79,0,11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,
842,PA,42,099,PERRY COUNTY,43976,01216943,LIVERPOOL TOWNSHIP,T1,A,50208,973,0,11,6,7,261,57,48,22,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
843,PA,42,125,WASHINGTON COUNTY,05672,01215652,BENTLEYVILLE BOROUGH,C5,F,62403,2396,0,11,12,14,774,128,55,29,7,11,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,,
844,PA,42,125,WASHINGTON COUNTY,10032,01217183,BUFFALO TOWNSHIP,T1,A,62203,2158,0,11,5,7,910,237,27,24,0,11,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,,,2.0,1.0
845,PA,42,099,PERRY COUNTY,41272,01215525,LANDISBURG BOROUGH,C5,F,50404,185,0,11,4,4,56,26,5,4,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
846,PA,42,125,WASHINGTON COUNTY,10224,01215653,BURGETTSTOWN BOROUGH,C5,F,62404,1277,0,11,10,10,534,112,37,30,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
847,PA,42,099,PERRY COUNTY,36000,01216940,HOWE TOWNSHIP,T1,A,50205,362,0,11,3,3,145,47,24,16,0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,
848,PA,42,125,WASHINGTON COUNTY,10768,01215654,CALIFORNIA BOROUGH,C5,F,62405,5628,0,16,502,122,1520,219,243,93,53,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
849,PA,42,099,PERRY COUNTY,20240,01215524,DUNCANNON BOROUGH,C5,F,50403,1271,0,11,5,8,581,124,62,32,0,11,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,,
850,PA,42,069,LACKAWANNA COUNTY,50880,01215324,MOOSIC BOROUGH,C5,F,35410,5937,0,16,62,75,2580,365,87,69,0,16,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
851,PA,42,017,BUCKS COUNTY,04976,01216009,BEDMINSTER TOWNSHIP,T1,A,9201,7433,0,16,0,16,2408,407,93,89,25,32,4.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
852,PA,42,017,BUCKS COUNTY,58936,01214974,PENNDEL BOROUGH,C5,F,9413,2494,0,11,49,35,1130,146,73,41,52,25,6.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0
853,PA,42,017,BUCKS COUNTY,59384,01214975,PERKASIE BOROUGH,C5,F,9414,9068,0,16,70,59,4640,289,285,140,16,17,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0
854,PA,42,017,BUCKS COUNTY,61616,01216028,PLUMSTEAD TOWNSHIP,T1,A,9219,13843,0,18,100,76,5935,437,218,94,69,61,5.0,2.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,6.0,1.0,2.0,0.0,2.0,1.0,3.0
855,PA,42,017,BUCKS COUNTY,64536,01216029,RICHLAND TOWNSHIP,T1,A,9220,13778,0,18,27,34,5917,516,194,148,60,83,6.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
856,PA,42,017,BUCKS COUNTY,64584,01214977,RICHLANDTOWN BOROUGH,C5,F,9416,1123,0,11,8,12,449,117,65,50,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
857,PA,42,017,BUCKS COUNTY,69248,01214979,SELLERSVILLE BOROUGH,C5,F,9418,4528,0,11,70,43,2268,176,145,75,31,45,6.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
858,PA,42,017,BUCKS COUNTY,71752,01216030,SOLEBURY TOWNSHIP,T1,A,9221,8716,0,16,161,133,2760,316,81,60,86,46,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
859,PA,42,017,BUCKS COUNTY,73016,01216031,SPRINGFIELD TOWNSHIP,T1,A,9222,5172,0,16,23,37,2051,255,164,119,0,16,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,0.0,0.0,,
860,PA,42,017,BUCKS COUNTY,76304,01217321,TELFORD BOROUGH,C5,F,9430,2166,0,11,0,11,1115,310,8,12,2,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
861,PA,42,017,BUCKS COUNTY,77704,01214981,TRUMBAUERSVILLE BOROUGH,C5,F,9420,928,0,11,11,14,483,151,9,13,0,11,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0
862,PA,42,017,BUCKS COUNTY,77744,01214982,TULLYTOWN BOROUGH,C5,F,9421,2311,0,11,13,14,998,163,57,34,14,13,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
863,PA,42,017,BUCKS COUNTY,79128,01216033,UPPER MAKEFIELD TOWNSHIP,T1,A,9224,8785,0,16,0,16,2971,493,148,118,194,125,2.0,0.0,0.0,0.0,5.0,0.0,5.0,,,,,,,0.0,5.0,,
